year,strategy_return,btc_buy_hold_return,alpha_vs_btc,strategy_sharpe,btc_sharpe,sharpe_diff
2023,1.2272681598961008,1.553610860714005,-0.32634270081790406,1.888832274837516,2.4324543894850463,-0.5436221146475304
2024,0.8124509715538426,1.1827221275531157,-0.37027115599927307,1.3652528081848119,1.7644957798805718,-0.39924297169575995
2025,-0.020903505712790316,-0.0575471698113208,0.03664366409853048,0.14102869878271138,0.08659478272314604,0.05443391605956534
